Основные средства,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость,Номер счёта,Дата,Классификатор
"Холодильник ATLANT МХ 5810-62, однокамерный, объем 285 л, без морозильной камеры, белый",11013405000015.0,330.28.25.13.110,5.0,100% при вводе в эксплуатацию,28.10.2020,Введено в эксплуатацию,120.0,0.833,100.0,15004.26,1.0,15004.26,0.0,101,31.12.2022,101.34
"Холодильник ATLANT МХ 5810-62, однокамерный, объем 285 л, без морозильной камеры, белый",11013405000016.0,330.28.25.13.110,5.0,100% при вводе в эксплуатацию,28.10.2020,Введено в эксплуатацию,120.0,0.833,100.0,15004.26,1.0,15004.26,0.0,101,31.12.2022,101.34
"Холодильник ATLANT МХ 5810-62, однокамерный, объем 285 л, без морозильной камеры, белый",11013405000018.0,330.28.25.13.110,5.0,100% при вводе в эксплуатацию,28.10.2020,Введено в эксплуатацию,120.0,0.833,100.0,15004.26,1.0,15004.26,0.0,101,31.12.2022,101.34
"Холодильник ATLANT МХ 5810-62, однокамерный, объем 285 л, без морозильной камеры, белый",11013405000019.0,330.28.25.13.110,5.0,100% при вводе в эксплуатацию,28.10.2020,Введено в эксплуатацию,120.0,0.833,100.0,15004.26,1.0,15004.26,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003668.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003669.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003670.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003672.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003674.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Система СКУД (Нижний Сусальный переулок, дом 5, строение16, 3 этаж, помещения 305 и 306)",11013404000362.0,320.26.30.11.130,4.0,Линейный,13.11.2020,Введено в эксплуатацию,84.0,1.19,,105852.0,1.0,0.0,105852.0,101,31.12.2022,101.34
"Система СКС (Нижний Сусальный переулок дом 5, строение 19, этаж а2)",11013404000656.0,320.26.30,4.0,Линейный,31.05.2021,Введено в эксплуатацию,26.0,5.263,100.0,445635.16,1.0,445635.16,0.0,101,31.12.2022,101.34
"Система ВОЛС (Нижний Сусальный переулок дом 5, строение 5а, этаж 4)",11013404000655.0,320.26.30,4.0,Линейный,31.05.2021,Введено в эксплуатацию,14.0,14.286,100.0,150401.22,1.0,150401.22,0.0,101,31.12.2022,101.34
Система вентиляции и кондиционирования,11013405000005.0,330.28.25.12.190,5.0,Линейный,22.11.2019,Введено в эксплуатацию,120.0,0.833,30.83,177867.58,1.0,54842.51,123025.07,101,31.12.2022,101.34
"Система охранного телевидения и охранной сигнализации (3-я Карачаровская ул., д. 18а, стр. 2, этаж 2)",11013406003847.0,330.26.30.50,6.0,Линейный,07.10.2022,Введено в эксплуатацию,180.0,0.556,1.11,587474.74,1.0,6527.5,580947.24,101,31.12.2022,101.34
Канализационная установка SFA SANIDOUCHE (250 Вт),11013404000965.0,330.28.13.12,4.0,100% при вводе в эксплуатацию,06.10.2022,Введено в эксплуатацию,84.0,1.19,100.0,37684.6,1.0,37684.6,0.0,101,31.12.2022,101.34
"Тревожная сигнализация (Яузская ул., дом 6, строение 4)",11013406003846.0,330.26.30.50,6.0,100% при вводе в эксплуатацию,29.08.2022,Введено в эксплуатацию,180.0,0.556,100.0,36391.06,1.0,36391.06,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101360600001.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600003.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600006.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600009.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600022.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600011.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600012.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600013.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600017.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600018.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Кресло руководителя Амбассадор,4101340600020.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,21.12.2016,Введено в эксплуатацию,180.0,0.556,100.0,4115.25,1.0,4115.25,0.0,101,31.12.2022,101.34
Автоматизированной системы хранения ключей (АСХК),11013406003794.0,330.26.30.50,6.0,Линейный,02.12.2021,Введено в эксплуатацию,180.0,0.556,6.67,590470.54,1.0,39364.68,551105.86,101,31.12.2022,101.34
"Тревожная сигнализация(Яковоапостольский пер., дом 12стр1)",11013406000123.0,330.26.30.50,6.0,100% при вводе в эксплуатацию,07.04.2020,Введено в эксплуатацию,180.0,0.556,100.0,34801.12,1.0,34801.12,0.0,101,31.12.2022,101.34
"Тренажер Т11 ""Максим II-01""",11013403010948.0,330.32.99.53.120,3.0,100% при вводе в эксплуатацию,19.04.2022,Введено в эксплуатацию,60.0,1.667,100.0,50000.0,1.0,50000.0,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000067.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
IP-камера купольная RVi-IPC33VS (2.8 мм) (система видеонаблюдения),11013403000070.0,330.26.70.13,3.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,60.0,1.667,100.0,11192.71,1.0,11192.71,0.0,101,31.12.2022,101.34
"Система СКУД (Нижний Сусальный пер, дом 5, стр 17, этаж 6, пом 1, комната 1)",11013404000339.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,17.10.2019,Введено в эксплуатацию,84.0,1.19,100.0,76545.18,1.0,76545.18,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0301-B305,11013402000179.0,320.26.30.11.130,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
"Система СКУД (Яковоапостольский пер., дом 12 стр 1, 2 этаж, каб. 214)",11013404000959.0,320.26.30.11.130,4.0,Линейный,22.08.2022,Введено в эксплуатацию,84.0,1.19,4.76,121006.0,1.0,5762.2,115243.8,101,31.12.2022,101.34
"Система СКУД (Яковоапостольский пер., дом 12 стр 1, 6 этаж, каб. 603)",11013404000962.0,320.26.30.11.130,4.0,100% при вводе в эксплуатацию,22.08.2022,Введено в эксплуатацию,84.0,1.19,100.0,90024.0,1.0,90024.0,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000166.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000171.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
IP-камера Dahua DH-IPC-HDBW91325RP-SL в комплекте с кабелем UTP Caplex IZ-C4U5-0,11013402000173.0,320.26.30.11,2.0,100% при вводе в эксплуатацию,06.05.2020,Введено в эксплуатацию,36.0,2.778,100.0,54043.5,1.0,54043.5,0.0,101,31.12.2022,101.34
Логгер Testo 174T с USB-интерфейсом,11013403000445.0,330.26.51.51,3.0,100% при вводе в эксплуатацию,22.07.2020,Введено в эксплуатацию,60.0,1.667,100.0,12706.5,1.0,12706.5,0.0,101,31.12.2022,101.34
"Холодильник ATLANT МХ 5810-62, однокамерный, объем 285 л, без морозильной камеры, белый",11013405000017.0,330.28.25.13.110,5.0,100% при вводе в эксплуатацию,28.10.2020,Введено в эксплуатацию,120.0,0.833,100.0,15004.26,1.0,15004.26,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003671.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
"Рециркулятор бактерицидный ОВУ-06 "" Солнечный бриз-6""",11013406003673.0,330.26.60.13,6.0,100% при вводе в эксплуатацию,11.11.2020,Введено в эксплуатацию,180.0,0.556,100.0,21342.75,1.0,21342.75,0.0,101,31.12.2022,101.34
Система СКУД (Пресненская наб. д.6 стр.2 этаж 6),11013404000788.0,320.26.30.11.130,4.0,Линейный,09.09.2021,Введено в эксплуатацию,84.0,1.19,17.86,431675.1,1.0,77084.85,354590.25,101,31.12.2022,101.34
Система видеонаблюдения (Пресненская наб. д.6 стр.2 этаж 6),11013404000789.0,320.26.30.11.130,4.0,Линейный,09.09.2021,Введено в эксплуатацию,84.0,1.19,17.86,587877.1,1.0,104978.1,482899.0,101,31.12.2022,101.34
Дозиметр-радиометр МКС-03СА,11013403010741.0,330.26.51.41,3.0,100% при вводе в эксплуатацию,14.03.2022,Введено в эксплуатацию,60.0,1.667,100.0,41551.2,1.0,41551.2,0.0,101,31.12.2022,101.34
Система СКУД,11013404000363.0,320.26.30.11.130,4.0,Линейный,30.11.2020,Введено в эксплуатацию,84.0,1.19,29.76,565609.0,1.0,168336.0,397273.0,101,31.12.2022,101.34
Биометрическая система СКУД,11013404000364.0,320.26.30.11.130,4.0,Линейный,17.12.2020,Введено в эксплуатацию,84.0,1.19,28.57,203279.93,1.0,58080.0,145199.93,101,31.12.2022,101.34
Термогигрометр TESTO 410-2,11013603000141.0,330.26.51.51,3.0,100% при вводе в эксплуатацию,15.07.2020,Введено в эксплуатацию,60.0,1.667,100.0,14060.0,1.0,14060.0,0.0,101,31.12.2022,101.36
"Стеллаж СТ-150 2000х1000х600 5 полок, 150кг на полку",11013606004482.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100.0,12213.0,1.0,12213.0,0.0,101,31.12.2022,101.36
"Стеллаж СТ-150 2000х1000х400 6 полок, 150кг на полку",11013606004489.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100.0,11216.49,1.0,11216.49,0.0,101,31.12.2022,101.36
Металлический складской стеллаж СТ-300 (настил фанера),11013606004496.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,06.09.2021,Введено в эксплуатацию,180.0,0.556,100.0,24603.0,1.0,24603.0,0.0,101,31.12.2022,101.36
